DATAFLOW,LAST UPDATE,freq,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5250S,KTOE,SK,2022,168.670,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5250S,KTOE,XK,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5250S,KTOE,XK,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,AL,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,AL,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,AT,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,AT,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,BA,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,BE,2021,8.019,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,BE,2022,13.902,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,BG,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,BG,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,CY,2021,0.779,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,CY,2022,0.780,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,CZ,2021,18.558,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,CZ,2022,18.558,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,DE,2021,233.505,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,DE,2022,209.067,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,DK,2021,4.273,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,DK,2022,3.836,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,EA20,2021,1005.239,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,EA20,2022,863.232,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,EE,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,EE,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,EL,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,EL,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,ES,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,ES,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,EU27_2020,2021,1521.748,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,EU27_2020,2022,1335.181,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,FI,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,FI,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,FR,2021,297.283,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,FR,2022,261.134,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,GE,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,GE,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,HR,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,HR,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,HU,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,HU,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,IE,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,IE,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,IS,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,IS,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,IT,2021,359.102,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,IT,2022,266.044,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,LT,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,LT,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,LU,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,LU,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,LV,2021,2.700,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,LV,2022,3.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,MD,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,MD,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,ME,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,ME,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,MK,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,MK,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,MT,2021,0.412,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,MT,2022,0.488,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,NL,2021,86.809,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,NL,2022,94.008,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,NO,2021,7.100,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,NO,2022,3.400,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,PL,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,PL,2022,1.239,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,PT,2021,15.689,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,PT,2022,13.686,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,RO,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,RO,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,RS,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,RS,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,SE,2021,493.678,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,SE,2022,448.316,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,SI,2021,0.941,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,SI,2022,1.123,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,SK,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,SK,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,XK,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5292S,KTOE,XK,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,AL,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,AL,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,AT,2021,59.803,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,AT,2022,42.935,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,BA,2021,1.716,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,BE,2021,202.209,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,BE,2022,213.895,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,BG,2021,26.878,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,BG,2022,20.354,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,CY,2021,11.393,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,CY,2022,10.775,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,CZ,2021,394.032,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,CZ,2022,397.412,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,DE,2021,4952.625,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,DE,2022,4960.877,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,DK,2021,512.497,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,DK,2022,552.266,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,EA20,2021,7845.819,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,EA20,2022,7923.692,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,EE,2021,5.710,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,EE,2022,2.882,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,EL,2021,73.784,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,EL,2022,79.616,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,ES,2021,194.222,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,ES,2022,199.911,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,EU27_2020,2021,9104.021,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,EU27_2020,2022,9253.117,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,FI,2021,136.165,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,FI,2022,138.273,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,FR,2021,911.108,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,FR,2022,1098.988,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,GE,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,GE,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,HR,2021,54.763,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,HR,2022,49.661,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,HU,2021,26.201,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,HU,2022,25.422,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,IE,2021,7.748,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,IE,2022,11.913,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,IS,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,IS,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,IT,2021,781.352,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,IT,2022,766.624,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,LT,2021,26.085,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,LT,2022,27.117,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,LU,2021,12.973,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,LU,2022,13.536,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,LV,2021,51.549,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,LV,2022,44.103,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,MD,2021,2.837,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,MD,2022,2.494,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,ME,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,ME,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,MK,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,MK,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,MT,2021,1.217,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,MT,2022,1.627,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,NL,2021,233.045,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,NL,2022,143.845,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,NO,2021,17.366,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,NO,2022,8.646,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,PL,2021,222.978,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,PL,2022,247.538,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,PT,2021,30.248,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,PT,2022,37.084,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,RO,2021,13.468,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,RO,2022,9.327,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,RS,2021,41.808,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,RS,2022,41.323,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,SE,2021,62.148,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,SE,2022,77.106,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,SI,2021,15.246,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,SI,2022,15.410,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,SK,2021,84.574,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,SK,2022,64.620,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,XK,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300S,KTOE,XK,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,AL,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,AL,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,AT,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,AT,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,BA,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,BE,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,BE,2022,9.238,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,BG,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,BG,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,CY,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,CY,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,CZ,2021,0.822,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,CZ,2022,0.934,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,DE,2021,655.517,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,DE,2022,640.293,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,DK,2021,389.475,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,DK,2022,433.648,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,EA20,2021,1052.971,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,EA20,2022,1206.469,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,EE,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,EE,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,EL,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,EL,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,ES,2021,7.143,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,ES,2022,10.886,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,EU27_2020,2021,1461.538,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,EU27_2020,2022,1664.932,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,FI,2021,7.545,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,FI,2022,9.298,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,FR,2021,299.851,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,FR,2022,474.399,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,GE,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,GE,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,HR,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,HR,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,HU,2021,3.681,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,HU,2022,3.730,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,IE,2021,0.285,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,IE,2022,0.646,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,IS,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,IS,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,IT,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,IT,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,LT,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,LT,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,LU,2021,4.050,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,LU,2022,3.594,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,LV,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,LV,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,MD,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,MD,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,ME,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,ME,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,MK,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,MK,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,MT,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,MT,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,NL,2021,78.580,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,NL,2022,58.115,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,NO,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,NO,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,PL,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,PL,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,PT,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,PT,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,RO,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,RO,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,RS,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,RS,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,SE,2021,14.589,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,SE,2022,20.151,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,SI,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,SI,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,SK,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,SK,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,XK,2021,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,R5300SB,KTOE,XK,2022,0.000,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,RA000,KTOE,AL,2021,227.122,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,RA000,KTOE,AL,2022,276.179,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,RA000,KTOE,AT,2021,9999.619,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,RA000,KTOE,AT,2022,9221.273,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,RA000,KTOE,BA,2021,1759.396,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,RA000,KTOE,BE,2021,4739.480,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,RA000,KTOE,BE,2022,4677.975,
ESTAT:NRG_IND_RFCE(1.0),19/07/24 23:00:00,A,RA000,KTOE,BG,2021,2176.625,
