STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,nrg_bal,Energy balance,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,ES,Spain,2022,,21.837,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,ES,Spain,2023,,24.981,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,ES,Spain,2024,,25.417,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2015,,17.82,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2016,,17.978,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2017,,18.411,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2018,,19.096,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2019,,19.887,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2020,,22.038,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2021,,21.897,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2022,,23.003,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2023,,24.579,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2024,,25.241,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,FI,Finland,2015,,39.23,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,FI,Finland,2016,,38.943,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,FI,Finland,2017,,40.857,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,FI,Finland,2018,,41.185,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,FI,Finland,2019,,42.807,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,FI,Finland,2020,,43.939,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,FI,Finland,2021,,42.819,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,FI,Finland,2022,,47.740,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,FI,Finland,2023,,50.784,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,FI,Finland,2024,,52.124,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,FR,France,2015,,14.803,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,FR,France,2016,,15.451,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,FR,France,2017,,15.847,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,FR,France,2018,,16.384,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,FR,France,2019,,17.174,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,FR,France,2020,,19.109,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,FR,France,2021,,19.391,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,FR,France,2022,,20.330,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,FR,France,2023,,22.462,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,FR,France,2024,,23.229,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,GE,Georgia,2021,,18.292,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,GE,Georgia,2022,,18.141,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,GE,Georgia,2023,,19.850,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,GE,Georgia,2024,,19.452,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,HR,Croatia,2015,,28.969,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,HR,Croatia,2016,,28.266,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,HR,Croatia,2017,,27.28,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,HR,Croatia,2018,,28.047,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,HR,Croatia,2019,,28.466,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,HR,Croatia,2020,,31.023,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,HR,Croatia,2021,,31.285,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,HR,Croatia,2022,,28.088,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,HR,Croatia,2023,,28.088,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,HR,Croatia,2024,,26.477,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,HU,Hungary,2015,,14.495,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,HU,Hungary,2016,,14.377,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,HU,Hungary,2017,,13.556,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,HU,Hungary,2018,,12.548,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,HU,Hungary,2019,,12.634,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,HU,Hungary,2020,,13.85,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,HU,Hungary,2021,,14.134,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,HU,Hungary,2022,,15.128,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,HU,Hungary,2023,,17.117,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,HU,Hungary,2024,,18.264,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,IE,Ireland,2015,,9.083,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,IE,Ireland,2016,,9.189,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,IE,Ireland,2017,,10.52,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,IE,Ireland,2018,,10.942,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,IE,Ireland,2019,,11.979,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,IE,Ireland,2020,,16.16,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,IE,Ireland,2021,,12.945,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,IE,Ireland,2022,,13.017,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,IE,Ireland,2023,,15.243,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,IE,Ireland,2024,,16.064,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,IS,Iceland,2015,,71.949,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,IS,Iceland,2016,,75.329,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,IS,Iceland,2017,,74.104,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,IS,Iceland,2018,,77.173,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,IS,Iceland,2019,,78.612,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,IS,Iceland,2020,,83.725,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,IS,Iceland,2021,,79.618,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,IS,Iceland,2022,,78.735,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,IS,Iceland,2023,,79.444,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,IS,Iceland,2024,,79.332,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,IT,Italy,2015,,17.525,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,IT,Italy,2016,,17.415,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,IT,Italy,2017,,18.267,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,IT,Italy,2018,,17.796,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,IT,Italy,2019,,18.181,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,IT,Italy,2020,,20.359,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,IT,Italy,2021,,18.888,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,IT,Italy,2022,,18.826,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,IT,Italy,2023,,19.179,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,IT,Italy,2024,,19.385,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,LT,Lithuania,2015,,25.748,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,LT,Lithuania,2016,,25.612,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,LT,Lithuania,2017,,26.038,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,LT,Lithuania,2018,,24.695,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,LT,Lithuania,2019,,25.474,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,LT,Lithuania,2020,,26.773,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,LT,Lithuania,2021,,28.167,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,LT,Lithuania,2022,,29.599,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,LT,Lithuania,2023,,31.927,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,LT,Lithuania,2024,,35.408,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,LU,Luxembourg,2015,,4.987,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,LU,Luxembourg,2016,,5.364,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,LU,Luxembourg,2017,,6.194,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,LU,Luxembourg,2018,,8.942,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,LU,Luxembourg,2019,,7.046,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,LU,Luxembourg,2020,,11.699,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,LU,Luxembourg,2021,,11.713,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,LU,Luxembourg,2022,,14.286,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,LU,Luxembourg,2023,,14.312,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,LU,Luxembourg,2024,,14.742,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,LV,Latvia,2015,,37.538,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,LV,Latvia,2016,,37.138,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,LV,Latvia,2017,,39.008,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,LV,Latvia,2018,,40.019,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,LV,Latvia,2019,,40.929,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,LV,Latvia,2020,,42.132,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,LV,Latvia,2021,,42.112,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,LV,Latvia,2022,,43.786,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,LV,Latvia,2023,,43.250,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,LV,Latvia,2024,,45.535,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,MD,Moldova,2015,,26.173,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,MD,Moldova,2016,,26.888,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,MD,Moldova,2017,,27.836,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,MD,Moldova,2018,,27.476,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,MD,Moldova,2019,,23.843,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,MD,Moldova,2020,,25.057,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,MD,Moldova,2021,,22.203,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,MD,Moldova,2022,,21.540,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,MD,Moldova,2023,,22.995,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,MD,Moldova,2024,,20.769,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,ME,Montenegro,2015,,43.073,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,ME,Montenegro,2016,,41.529,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,ME,Montenegro,2017,,39.693,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,ME,Montenegro,2018,,38.801,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,ME,Montenegro,2019,,37.722,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,ME,Montenegro,2020,,43.77,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,ME,Montenegro,2021,,39.891,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,ME,Montenegro,2022,,41.064,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,ME,Montenegro,2023,,40.883,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,ME,Montenegro,2024,,40.822,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,MK,North Macedonia,2015,,19.526,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,MK,North Macedonia,2016,,18.044,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,MK,North Macedonia,2017,,19.636,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,MK,North Macedonia,2018,,18.179,,,,,
dataflow,ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),Share of energy from renewable sources,A,Annual,REN,Renewable energy - overall,PC,Percentage,MK,North Macedonia,2019,,17.485,,,,,
